SYSTEM_NO,SYSTEM_NAM,HQNAME,ADDRESS,CITY,STATE,ZIP,ZIP_EXT,POP_SERV,CONNECTION,AREA_SERVE
0310012,AWA BUCKHORN PLANT,AMADOR COUNTY WATER AGENCY,12800 Ridge Road P.O. Box 905,JACKSON,CA,95642,0905,18544,2622,PIONEER-PINE GROVE
0310013,SUNSET HEIGHTS C.S.D.,7R1,12800 Ridge Road,JACKSON,CA,95685,685,0,53,SUNSET HEIGHTS
0310014,"AWA, RANCH HOUSE ESTATES I.D. #2","AWA, RANCH HOUS",12800 Ridge Road,SUTTER CREEK,CA,95685,,0,285,RANCH HOUSE ESTATES
0310015,RABB PARK COMMUNITY SER. DIST.,,P.O. Box 337,PIONEER,CA,95666,,268,108,RABB PARK SUBDIVISION
0310016,AMADOR COUNTY SERVICE AREA #2,AMADOR COUNTY SERV AREA NO 2,500 Argonaut Lane,JACKSON,CA,95642,9534,0,101,MACE MEADOWS
0310017,RIDGEWAY PINE MUTUAL WATER CO.,,P.O. Box 184,PIONEER,CA,95666,,0,130,SUGAR PINE RIDGE
0310018,FIRST MACE MEADOWS UNIT NO. 2,,P.O. Box 85,PINE GROVE,CA,95665,,200,81,FIRST MACE MEADOWS UNIT NO. 2
0310019,AWA LA MEL HEIGHTS #3,,12800 Ridge Road P.O. Box 905,JACKSON,CA,95642,0905,188,58,LA MEL HEIGHTS SUBDIVISION
0310020,THE OAKS MOBILE HOME PARK,,5545 THREE OAKS DRIVE,IONE,CA,95640,,600,213,Dennis Barsam
0310021,AMADOR COUNTY SERVICE AREA #3/UNIT 6,AMADOR COUNTY S,12800 Ridge Road,IONE,CA,95640,,4770,729,Amador County Service Area #3
0310022,JACKSON VALLEY IRRIGATION DISTRICT,JACKSON VALLEY,6755 Lake Amador Drive,IONE,CA,95640,,0,50,
0310300,INDIAN GRINDING ROCK-CALAVERAS DISTRICT,T1,14881 Pine Grove-Volcano Road,PINE GROVE,CA,95665,665,75,6,NC CMPG
0310800,PINE GROVE YOUTH CONSERV. CAMP,5S2,P.O. Box 405,PINE GROVE,CA,95665,665,0,10,
0310801,PRESTON YOUTH CORRECTIONAL FACILITY,,201 Waterman Road,IONE,CA,95640,,10,10,
0390004,CITY OF PLYMOUTH - RECYCLED WATER,,,Plymouth,CA,95669,,1,1,
0390801,Preston Youth Correctional Facility,Preston Youth Correctional Facility,201 Waterman Road,Ione,CA,95640,,0,0,WASTEWATER GENERATOR
0390901,City of Ione/ARSA/Castle Oaks Recycle,,P.O. Box 398,Ione,CA,95640,,0,0,
0390903,CITY OF SUTTER CREEK/ARSA,,18 Main Street,Sutter Creek,CA,95685,,0,1607,Robb Duke
0400001,YOUTH WITH A MISSION-SPRINGS OF LIVING W,SPRINGS OF LIVING WATERS,15850 RICHARDSON SPRINGS Rd,CHICO,CA,95973,,150,49,SPRINGS OF LIVING WATERS
0400003,HARTLEY MUTUAL WATER SYSTEM,NORTHWOODS MUTUAL WATER SYSTEM,NOPEL AVE & HWY 32,FOREST RANCH,CA,95942,,31,16,
0400004,FOREST RANCH MUTUAL WATER SYSTEM,FOREST RANCH MUTUAL WATER SYS,NOPEL AVE,FOREST RANCH,CA,95942,,92,42,
0400005,GREEN ACRES MUTUAL WATER CO,GREEN ACRES MUTUAL WATER CO,1404 Glenwood Ave,CHICO,CA,95926,,161,72,
0400007,BUTTE CREEK ESTATES MUTUAL WATER CO,BUTTE CRK EST MUTUAL WATER CO,ESTATES Dr,CHICO,CA,95928,,399,168,
0400008,GRAN MUTUAL WATER CO,GRAN MUTUAL WATER CO,OAKRIDGE Dr,CHICO,CA,95928,,200,59,
0400010,PSEA CAMP - DESABLA,PACIFIC SERVICE EMPLOYEES ASSO,6080 CAMP DESABLA Ln,MAGALIA,CA,95954,,108,18,PACIFIC SERVICE EMPLOYEES ASSOC
0400012,FARM LABOR HOUSING,HOUSING AUTHORITY OF BUTTE CO,850 E GRIDLEY Rd,GRIDLEY,CA,95948,,460,144,
0400013,MERRY MOUNTAIN MUTUAL,MERRY MOUNTAIN MUTUAL,MERRY WY,CLIPPER MILLS,CA,95930,,100,97,
0400014,LAKE MADRONE WATER DISTRICT,ATTN:  PRESIDENT,OFF ORO QUINCY HWY,BERRY CREEK,CA,95916,,297,115,
0400016,BERRY CREEK COMMUNITY SERVICE DIST,BERRY CREEK COMMUNITY SER DIST,ZINK Rd,BERRY CREEK,CA,95916,,99,36,
0400018,BRUSH CREEK RANGER STATION,BRUSH CREEK RANGER STATION,12815 ORO QUINCY Hwy,BRUSH CREEK,CA,95916,,30,6,
0400019,PACIFIC HEIGHTS MHP,PACIFIC HEIGHTS MHP,4588 PACIFIC HEIGHTS Rd,OROVILLE,CA,95965,,74,35,
0400020,PLEASANT GROVE MHP,PLEASANT GROVE MHP,6986 LINCOLN Blvd,OROVILLE,CA,95965,,327,88,
0400021,ROBINSON S CORNER MHP,ROBINSON S CORNER MHP,HWY 70 & GRIDLEY RD,OROVILLE,CA,95965,,20,22,
0400022,HIDDEN VALLEY MOBILEHOME PARK,HIDDEN VALLEY TRAILER PARK,HIDDEN VALLEY MOBILEHOME PARK,OROVILLE,CA,95966,,90,40,
0400023,GOLDEN OAKS MOBILE ESTATES,GOLDEN OAKS MOBILE ESTATES,3289 HWY 70,OROVILLE,CA,95965,,34,52,
0400024,CRAWFORD MOBILE HOME PARK - INACTIVE,,,,,,,0,0,
0400025,SUNDOWN MOBILE HOME PARK,,SUNDOWN MOBILE HOME PARK,OROVILLE,CA,95965,,76,53,
0400026,MEADOWBROOK OAKS,MEADOWBROOK OAKS,2426 WHEELOCK Rd,OROVILLE,CA,95965,,50,25,
0400027,FOOTHILL MOBILE HOME PARK,FOOTHILL MOBILE HOME PARK,2920 CLARK Rd,OROVILLE,CA,95965,,180,127,
0400028,BIG BEND MOBILEHOME PARK,BIG BEND MOBILEHOME PARK,4320 BIG BEND Rd,OROVILLE,CA,95965,,85,35,
0400030,GOLDEN FEATHER MHP,GOLDEN FEATHER MHP,703 W ORO DAM Blvd,OROVILLE,CA,95965,,275,100,
0400032,FEATHER RIVER TRAVEL TRAILER PARK - INAC,,,,,,,0,0,
0400033,PALERMO MOBILE HOME PARK,PALERMO MOBILE HOME PARK,,OROVILLE,CA,95965,,25,10,
0400036,MOUNTAIN VIEW MOBILE ACRES MHP LLC,MOUNTAIN VIEW MOBILE ACRES MHP,3156 ESPLANADE,CHICO,CA,95926,,230,129,
0400037,HARMONY MOBILE HOME PARK,,HARMONY MOBILE HOME PARK,CHICO,CA,95926,,55,30,
0400040,ALMOND GROVE MOBILE PARK,ALMOND GROVE MOBILE PARK,567 E LASSEN Ave,CHICO,CA,95973,,250,163,HIGNELL & HIGNELL
0400041,FOREST RANCH MOBILE PARK,FOREST RANCH MOBILE PARK,15685 FOREST RANCH Rd,FOREST RANCH,CA,95942,,25,16,
0400042,FOREST VILLAGE LLC,FOREST VILLAGE LLC,15614 FITZGERALD,FOREST RANCH,CA,95942,,34,21,
0400043,FEATHER WEST TRAVEL TLR PARK,FEATHER WEST TRAVEL TLR PARK,3920 Pentz Rd,PARADISE,CA,95969,,48,20,
0400044,CHICO MOBILE COUNTRY CLUB,CHICO MOBILE COUNTRY CLUB,CHICO MOBILE COUNTRY CLUB,CHICO,CA,95928,,250,178,
0400045,COHASSET MOBILE ESTATES,,8917 COHASSET STAGE,CHICO,CA,95973,,20,17,
0400046,PONDEROSA MOBILE ESTATES,PONDEROSA MOBILE ESTATES,6656 PENTZ Rd,PARADISE,CA,95969,,70,62,
0400048,SCOTTY  S WATERFRONT GARDENS,SCOTTY S WATERFRONT GARDENS,12429 RIVER Rd,CHICO,CA,95973,,75,12,
0400049,BUTTE CREEK MHP,BUTTE CREEK MHP,2321 HONEY RUN Rd,CHICO,CA,95928,,100,33,
0400051,DINGERVILLE USA PARK,DINGERVILLE USA PARK,5813 PACIFIC HEIGHTS Rd,OROVILLE,CA,95965,,447,80,
0400052,DESABLA - CAMP 1,,DESABLA - CAMP 1,MAGALIA,CA,95954,,100,6,
0400058,RANCHO VILLA MOBILE ACRES,RANCHO VILLA MOBILE ACRES,1170 E HWY 99,GRIDLEY,CA,95948,,32,21,
0400060,HONCUT ELEMENTARY SCHOOL,HONCUT ELEMENTARY SCHOOL,68 SCHOOL St,HONCUT,CA,95966,,38,3,
0400062,RICHVALE ELEMENTARY SCHOOL,BIGGS UNIFIED SCHOOL DIST,CHURCH St,RICHVALE,CA,95974,,63,3,
0400063,MANZANITA ELEMENTARY SCHOOL,MANZANITA ELEMENTARY SCHOOL,627 E EVANS REIMER Rd,GRIDLEY,CA,95948,,295,3,
0400064,CONCOW ELEMENTARY SCHOOL,CONCOW ELEMENTARY SCHOOL,11679 NELSON BAR Rd,OROVILLE,CA,95965,,115,11,
0400065,SPRING VALLEY SCHOOL,SPRING VALLEY SCHOOL,PENTZ RD,OROVILLE,CA,95965,,7,1,
0400066,DURHAM UNIFIED SCHOOL DISTRICT,DURHAM UNIFIED SCHOOL DISTRICT,9420 PUTNEY DR,DURHAM,CA,95938,,1200,18,
0400067,FEATHER RIVER SCHOOL,FEATHER RIVER SCHOOL,27 COX Ln,OROVILLE,CA,95965,,30,2,
0400068,BERRY CREEK SCHOOL,BERRY CREEK SCHOOL,286 ROCKEFELLER Rd,BERRY CREEK,CA,95916,,180,6,
0400070,BUTTE-GLENN COMMUNITY COLLEGE DIST,BUTTE-GLENN COMMUNITY COLLEGE,3536 BUTTE CAMPUS Dr,OROVILLE,CA,95965,,18000,35,BUTTE-GLENN COMMUNITY COLLEGE
0400073,NORD COUNTRY SCHOOL,NORD COUNTRY SCHOOL,5554 CALIFORNIA St,CHICO,CA,95973,,66,6,
0400078,FOREST KNOLLS MUTUAL WATER CO,FOREST KNOLLS MUTUAL WATER CO,KING Cir,FOREST RANCH,CA,95942,,41,16,
0400079,FOREST RANCH CHARTER SCHOOL,FOREST RANCH CHARTER SCHOOL,15815 CEDAR CREEK Rd,FOREST RANCH,CA,95942,,146,4,
0400080,CUSD - COHASSET ELEMENTARY SCHOOL,CUSD - COHASSET ELEMENTARY SCH,9932 COHASSET Rd,COHASSET,CA,95973,,79,2,
0400081,FEATHER RIDGE ESTATES WATER CO,FEATHER RIDGE ESTATES WATER CO,BLOOMER MOUNTAIN Rd,BERRY CREEK,CA,95916,,12,32,
0400088,MILSAP BAR CAMPGROUND,MILSAP BAR CAMPGROUND,875 MITCHELL            AVE,OROVILLE,CA,95965,,70,20,
0400090,MOUNTAIN VILLAGE HOMEOWNER S ASSOC,"ASSOCIATION, INC.",FOREST RANCH SNOW Mt,FOREST RANCH,CA,95942,,40,17,
0400091,BUZZTAIL COMMUNITY SERVICE DISTRICT,BUZZTAIL COMMUNITY SERVICE DIS,4457 WILDER Dr,FOREST RANCH,CA,95942,,125,32,
0400093,BAMBI INN,BAMBI INN,7436 HUMBOLDT Rd,BUTTE MEADOWS,CA,95942,,80,15,
0400094,OUTPOST THE,WILLIAM & ELIZABETH PRICHARD,7589 HUMBOLDT Rd,BUTTE MEADOWS,CA,95942,,263,15,
0400102,TANK HOUSE,TANK HOUSE,7467_  HUMBOLDT            RD,BUTTE MEADOWS,CA,95921,,25,5,
0400103,PG&E - PHILBROOK CAMPGROUND,AMERICAN LAND AND LEISURE,PHILBROOK Rd,PHILBROOK,CA,95921,-000,40,4,
0400105,GRAY LODGE CHECK STATION,GRAY LODGE CHECK STATION,3207 RUTHERFORD Rd,GRIDLEY,CA,95948,,8000,7,
0400106,RIVER ONE RV PARK LLC,RIVER ONE RV PARK LLC,751 W ORO DAM Blvd,OROVILLE,CA,95965,,26,28,
0400107,FEATHER FALLS SCHOOL,FEATHER FALLS SCHOOL,2651 LUMPKIN Rd,OROVILLE,CA,95966,,50,1,
0400108,PACIFIC MOTEL,PACIFIC MOTEL,PACIFIC MOTEL,GRIDLEY,CA,95948,,486,16,
0400111,RIVER REFLECTIONS RV & CAMPGROUND,CAMPGROUNDS,4360 PACIFIC HEIGHTS Rd,OROVILLE,CA,95965,,125,94,
0400112,ONE MILE DAM REC AREA,BIDWELL PARK - CITY OF CHICO,ONE MILE DAM REC AREA,CHICO,CA,95928,,25,3,
0400116,BIDWELL PARK--- CAPER ACRES,CITY OF CHICO,BIDWELL PARK--- CAPER ACRES,CHICO,CA,95928,,50,2,
0400117,FALLING ROCK RV PARK,FALLING ROCK R V PARK,3454 HWY 70,OROVILLE,CA,95965,,52,22,
0400119,HEGAN LANE PARTNERSHIP,REXNORD INDUSTRIES,HEGAN LANE PARTNERSHIP,CHICO,CA,95928,,35,3,
0400120,BIDWELL PARK GOLF COURSE,CITY OF CHICO,3499 GOLF COURSE Rd,CHICO,CA,95973,,325,6,
0400122,SIGNATURE FRUIT LLC,TRI VALLEY GROWERS,,GRIDLEY,CA,95948,,150,10,
0400123,HUMBOLDT HIGHLANDS MUTUAL,HUMBOLDT HIGHLANDS MUTUAL,EAGLE RIDGE Dr,FOREST RANCH,CA,95942,,50,24,
0400125,GENETIC RESOURCE CENTER,U.S.D.A. MENDOCINO NAT L FORES,2741 CRAMER Ln,CHICO,CA,95928,-889,29,4,
0400128,CONCOW CAMPGROUND,"SIX ASSOCIATES, INC",12967_  CONCOW              RD,OROVILLE,CA,95965,,36,12,
0400129,FAR VIEW RANCH CAMP,FAR VIEW RANCH CAMP,913 SPENCER             AVE,SANTA ROSA,CA,95404,,50,7,FAR VIEW RANCH CAMP
0400130,MOUNTAIN HOUSE,,STAR ROUTE BOX            3,BERRY CREEK,CA,95916,,30,16,
0400132,WILD GOOSE DUCK CLUB,WILD GOOSE DUCK CLUB,14561 N BUTTE Rd,LIVE OAK,CA,95953,,50,22,
0400133,LUNDBERG RICE PRODUCTS,WEHAH FARMS,5370 CHURCH St,RICHVALE,CA,95974,,240,8,
0400134,EAGLE CREST ESTATES,PROTERRA CORPORATION,201 HEATHER             PL,DANVILLE,CA,94526,,35,13,
0400135,DURHAM PARK,DURHAM RECREATION & PARK DIST,DURHAM DAYTON Hwy,DURHAM,CA,95938,,50,8,
0400137,SLY CREEK CAMPGROUND,SOUTH FEATHER WATER & POWER,US FOREST SERVICE Rd,STRAWBERRY VALLEY,CA,95941,,85,5,
0400138,STRAWBERRY CAMPROUND,SOUTH FEATHER WATER & POWER,US FOREST SERVICE Rd,FORBESTOWN,CA,95941,,75,2,OWID
0400140,DURHAM DAYTON INDUSTRIAL PARTNERS,CHICO PRODUCE,70 PEPSI WY,DURHAM,CA,95938,,102,3,CHICO PRODUCE
0400141,LLANO SECO RANCHO,LLANO SECO RANCHO,8369 HUGH BABER Ln,CHICO,CA,95928,,40,17,
0400142,BOY SCOUTS OF AMERICA-CAMP LASSEN,GOLDEN EMPIRE COUNCIL,21359 SCOUT Rd,BUTTE MEADOWS,CA,95942,,150,6,GOLDEN EMPIRE COUNCIL
0400143,BUTTE MEADOWS CAMP,BUTTE MEADOWS CAMP,HUMBOLDT Rd,BUTTE MEADOWS,CA,95942,,30,15,
0400144,CHERRY HILL CAMPGROUND,CHERRY HILL CAMPGROUND,HUMBOLDT Rd,HUMBOLDT,CA,95942,,30,2,
0400149,HUMBOLDT WOODLANDS MUTUAL,WATER COMPANY (INC.),15103 WOODLAND PARK Dr,FOREST RANCH,CA,95942,,75,32,
0400150,SUNSET MOULDING CHICO,SUNSET MOULDING CHICO,1856 SKYWAY,CHICO,CA,95928,,45,5,
0400151,KEEFER CREEK ESTATES MUTUAL,KEEFER CREEK ESTATES MUTUAL,KELSEY Dr,CHICO,CA,95973,,95,56,
0400152,CYPRESS ACRES,CYPRESS ACRES,1633 CYPRESS Ln,PARADISE,CA,95969,,282,4,
0400154,SMUCKER NATURAL FOODS,SMUCKERS QUALITY BEVERAGES,37 SPEEDWAY Ave,CHICO,CA,95928,,85,2,
0400155,BIGGERS GLEN MUTUAL WATER CO,BIGGERS GLEN MUTUAL WATER COMP,7656 HUMBOLDT Rd,BUTTE MEADOWS,CA,95942,,25,29,
0400158,FRANCIS PROPERTY MANAGEMENT,FRANCIS PROPERTY MANAGEMENT,2961 HWY 32 # 1,CHICO,CA,95973,,51,18,
0400159,NELSON WATTS WATER SYSTEM,,NELSON WATTS WATER SYSTEM,CHICO,CA,95926,,45,20,
0400160,CHICO ROD & GUN CLUB,CHICO ROD & GUN CLUB,UPPER BIDWELL PARK RD,CHICO,CA,95928,,25,2,
0400161,COHASSET INDUSTRIAL PARK,COHASSET INDUSTRIAL PARK,3199 PLUMMERS Ln,CHICO,CA,95973,,47,22,
0400162,PLEASANT VALLEY BAPTIST CHURCH,PLEASANT VALLEY BAPTIST CHURCH,13539 GARNER Ln,CHICO,CA,95973,,600,3,
0400164,CAMP OKIZU,CAMP OKIZU,445 ZINK Rd,BERRY CREEK,CA,95916,,150,11,
0400166,CHICO EASTSIDE LITTLE LEAGUE,CHICO EASTSIDE LITTLE LEAGUE,328 SOUTHGATE Ave,CHICO,CA,95928,,500,4,
0400169,GRIDLEY GRILL,GRIDLEY GRILL,484 HWY 99,GRIDLEY,CA,95948,,750,1,
0400175,NORFIELD INDUSTRIES,,NORFIELD INDUSTRIES,CHICO,CA,95928,,62,1,
0405001,DEL ORO WATER CO.-LIME SADDLE MARINA,DEL ORO WATER C,Lime Saddle Marina SRA,PARADISE,CA,95969,ELL,1310,351,Del Oro Water Co.-Lime Saddle Marina
0405002,DWR-MONUMENT HILL RESTROOMS,MONUMENT HILL R,T.19N;R.3E;SEC 20 near boat la,OROVILLE,CA,95965,e,593,1,
0405003,SILVER DOLLAR FAIRGROUNDS,SILVER DOLLAR F,2357 Fair Street,CHICO,CA,95927,ER,195,1,
0409175,NORFIELD INDUSTRIES,NORFIELD INDUSTRIES,725 ENTLER Ave,CHICO,CA,95928,,62,1,
0409177,G & J PROPERTIES,G & J PROPERTIES,2990 HWY 32 # 100,CHICO,CA,95973,-419,30,1,
0409178,SKYWAY HOUSE,SKYWAY HOUSE,4133 HWY 32,CHICO,CA,95973,,25,1,
0409179,L. C. HUNTING CLUB,L. C. HUNTING CLUB,7202 SEVEN MILE Ln,CHICO,CA,95928,,10,16,
0409181,BLUE OAK TERRACE MUTUAL,BLUE OAK TERRACE MUTAL,110 BAY TREE Dr,PARADISE,CA,95969,,50,51,
0409182,TUSCAN RIDGE,TUSCAN RIDGE,3100 SKYWAY,PARADISE,CA,95969,,1917,1,
0409183,SIERRA MOON SUBDIVISION,SIERRA MOON SUBDIVISION,3746 KEEFER Rd,CHICO,CA,95973,,120,118,
0409184,CHICO GRANGE #486,CHICO GRANGE #486,2775 OLD NORD HWY,CHICO,CA,95973,,800,2,
0409185,PEPSI BEVERAGES CO,PEPSI BEVERAGES CO,15 PEPSI WY,DURHAM,CA,95938,,35,1,
0409186,CENTERFOLD THE,CENTERFOLD THE,15430 HWY 99,CHICO,CA,95973,,200,1,
0409187,PG&E - TABLE MOUNTAIN,PG&E - TABLE MOUNTAIN,945 COTTONWOOD Rd,OROVILLE,CA,95965,,25,1,
0409188,"FedEx Freight, Inc. CHI",FEDEX FREIGHT,700 Keenan Ct,Durham,CA,95938,,37,1,
0409189,DAUTERMAN WELL,DAUTERMAN WELL,89 LOREN AVE,CHICO,CA,95928,,100,3,
0409190,PARADISE ADVENTIST CHURCH,,,,CA,,,150,3,T4
0409192,DOWN RANGE INDOOR TRAINING CENTER,,,,,,,25,1,
0409193,LIBERTY 1ST WARD MEETING HOUSE,,,,,,,1,0,
0410001,CITY OF BIGGS,"BIGGS, CITY OF",2865 W. Gibbs-Gridley Road,BIGGS,CA,95917,IELD,1805,650,"Biggs, City of"
0410002,CAL-WATER SERVICE CO.-CHICO,CAL-WATER SERVI,2222 Martin Luther King Parkway,CHICO,CA,95928,928,104295,26925,Cal-Water Service.-Chico
0410003,DURHAM IRRIGATION DISTRICT,DURHAM IRRIGATI,9405 Midway,DURHAM,CA,95938,A,1558,472,Durham Irrigation District
0410004,CITY OF GRIDLEY,"GRIDLEY, CITY O",685 Kentucky Street,GRIDLEY,CA,95948,L,6403,2077,"Gridley, City of"
0410005,CAL-WATER SERVICE CO.-OROVILLE,CAL-WATER SERVI,,OROVILLE,CA,95965,LIN,10543,3574,OROVILLE
0410006,SFWP-MINERS RANCH,OWID-MINERS RAN,234 Kelly Ridge Rd.,OROVILLE,CA,95965,0581,24875,6772,OWID-MINERS RANCH
0410007,PARADISE IRRIGATION DISTRICT,PARADISE IRRIGA,5325 Black Olive Drive,PARADISE,CA,95969,0128,26032,10063,PARADISE
0410008,THERMALITO WATER & SEWER DISTRICT,THERMALITO IRRI,,OROVILLE,CA,95965,NTUR,9858,2899,Thermalito Irrigation District
0410009,DEL ORO WATER CO.-MAGALIA,DEL ORO WATER C,,MAGALIA,CA,95954,ELL,960,275,MAGALIA
0410011,DEL ORO WATER CO.-PARADISE PINES,DEL ORO WATER C,14147 Lakeridge Court,MAGALIA,CA,95954,INO,11324,4752,
0410012,SFWP-BANGOR,OWID-BANGOR,7454 Oro-Bangor Hwy.,OROVILLE,CA,95965,0581,76,22,OWID-BANGOR
0410013,OWID-COMMUNITY LINE,OROVILLE-WYANDOTTE IRRIG DIST,,,,,0581,0,0,
0410016,MEADOWS MOBILE HOME PARK,MEADOWS MOBILE,3541 Calle Principal,CHICO,CA,95926,,640,212,MEADOWS MOBILE HOME PARK
0410017,DEL ORO WATER CO.-LIME SADDLE,DEL ORO WATER-L,5291 PENTZ ROAD,PARADISE,CA,95969,ELL,1158,351,
0410018,DEL ORO WATER CO.-STIRLING BLUFFS,DEL ORO WATER C,"5291 Pentz Road, Paradise 95969",STIRLING CITY,CA,95978,ELL,568,157,Del oro Water Co.-Sterling City
0410019,"CSU CHICO, UNIVERSITY FARM","CSU CHICO, UNIV",400 W. First St.,CHICO,CA,95929,0019,100,1,"CSU Chico, University Farm"
0410300,CSP LAKE OROVILLE-SPILLWAY,OROVILLE                CA95965    6,400 GLEN DRIVE,OROVILLE,CA,95965,,25,1,NC SPILLWAY LAUNCH
0410301,LAKE OROVILLE - CRAIG CAMP,CSP LAKE OROVIL,West End Oregon Creek Rd off L,OROVILLE,CA,95966,,25,1,NC CRAIG CAMPGROUND
0410302,CSP LAKE OROVILLE-LOAFER CREEK,CSP LAKE OROVIL,Loafer Creek Road,OROVILLE,CA,95966,,153,1,LOAFER CREEK CAMPGROUND
0410800,BUTTE FIRE CENTER,MAGALIA                 CA95954    6,6640 STEIFFER RD,MAGALIA,CA,95954,,65,1,
0500002,COTTAGE SPRINGS REST AREA,U S FOREST SERVICE CAMPS,19777 GREENLY RD,SONORA,CA,95370,,25,1,
0500003,U.S. ARMY CORP NEW HOGAN,NEW HOGAN LAKE,2713 HOGAN DAM RD,VALLEY SPRINGS,CA,95252,,1860,2,NEW HOGAN LAKE
0500004,CALAVERAS VALLEY VILLAGE,CALAVERAS VALLEY VILLAGE MHP,245 RAILROAD FLAT RD,RAILROAD FLAT,CA,95248,,78,26,
0500005,CALAVERAS COUNTY FAIRGROUNDS,,,,,,,0,0,
0500006,GLORY HOLE CENTER,GLORY HOLE CENTER,2892 HWY 49,ANGELS CAMP,CA,95222,,25,860,GLORY HOLE CENTER
0500007,DREAM MOUNTAIN CHRISTIAN CAMP,DREAM MOUNTAIN CHRISTIAN CAMP,4952 MURPHYS CAMP RD,MURPHYS,CA,95247,,50,8,
0500008,SAWMILL PIZZA,,,LINDEN,CA,95236,,56,1,
0500009,UNITED PARCEL SERVICE,UNITED PARCEL SERVICE,2342 GUN CLUB RD,ANGELS CAMP,CA,95222,,75,1,
0500010,FORT CLEMENS - inactive,MURIEL ANDERSON,P.O. BOX 1727,SAN ANDREAS,CA,95249,,25,8,
0500011,GOLDEN SPUR MINI MART,SILVER SPUR CAFE IN,6579 RAILROAD FLAT RD,MOUNTAIN RANCH,CA,95246,,25,3,
0500012,BLUNDER INN,BLUNDER INN,7791 MOUNTAIN RANCH RD,MOUNTAIN RANCH,CA,95246,,60,4,
0500013,MOUNTAIN RANCH ELEMENTARY,MOUNTAIN RANCH ELEMENTARY,WHISKEY SLIDE RD,MOUNTAIN RANCH,CA,95246,,50,1,MOUNTAIN RANCH ELEMENTARY
0500014,SWISS RANCH CATERING COMPANY,,BOX 439,MOUNTAIN RANCH,CA,95246,,25,1,
0500016,COTTAGE SPRINGS WATER CO.,COTTAGE SPRINGS WATER CO.,8620 HWY 4 EAST,AVERY,CA,95224,,51,17,COTTAGE SPRINGS WATER CO.
0500017,FLY IN ACRES,FLY IN ACRES,PO BOX 892,ARNOLD,CA,95223,,1530,510,
0500018,ROYAL MOUNTAIN KING MINE,ROYAL MOUNTAIN KING MINE,P.O. BOX 190,COPPEROPOLIS,CA,95228,,110,4,
0500019,MINERAL MOUNTAIN MUTUAL WATER,MINERAL MOUNTAIN,SHEEP RANCH RD,MURPHYS,CA,95247,,125,38,
0500021,SKY HIGH RANCH HOA,SKY HIGH RANCH HOA,HWY 4,BEAR VALLEY,CA,95223,,94,48,
0500022,CAMP MENZIES,CAMP MENZIES,800 CAMP MENZIES RD,CAMP CONNELL,CA,95223,,150,18,
0500023,TAMARACK CABIN OWNERS ASSN,TAMARACK CABIN OWNERS ASSOC.,HWY 4,BEAR VALLEY,CA,95224,,50,35,TAMARACK CABIN OWNERS ASSOC.
0500024,"MOUNTAIN RANCH KITCHEN, THE","MOUNTAIN RANCH KITCHEN, THE",7858 MOUNTAIN RANCH RD,MOUNTAIN RANCH,CA,95246,,228,3,"MOUNTAIN RANCH KITCHEN, THE"
0500025,SCHAADS RESORT,SCHAADS RESORT,POB 45,WILSEYVILLE,CA,95257,,100,6,
0500026,CAMP LODESTAR,CAMP LODESTAR,6135 BLUE MOUNTAIN RD,WILSEYVILLE,CA,95257,,150,15,CAMP LODESTAR
0500027,LILI VALLEY WATER CO.,LILI VALLEY WATER CO.,1760 LILI VALLEY CIR.,WEST POINT,CA,95255,,99,70,
0500028,SHERMAN ACRES MUTUAL WATER ASN,SHERMAN ACRES,HWY 4,BEAR VALLEY,CA,95223,,120,30,
0500029,TAMARACK SPRINGS MUTUAL WATER,TAMARACK SPRINGS MUTUAL WATER,SALT SPRINGS TRAIL,TAMARACK,CA,95240,,35,15,TAMARACK SPRINGS
0500030,SENDERS MARKET,SENDERS MARKET,8111  GARIBALDI ST,MOUNTAIN RANCH,CA,95246,,1,690,
0500032,NEW MELONES LAKE MARINA,NEW MELONES LAKE MARINA,6503 GLORY HOLE RD,ANGELS CAMP,CA,95222,,100,240,
0500033,THE LODGE AT MANUAL MILL,THE LODGE AT MANUAL MILL,POB 998,ARNOLD,CA,95223,,50,2,
0500035,GRINGO CHUCK S,GRINGO CHUCK S,P O BOX 2,WESTPOINT,CA,95255,,60,1,
0500036,CALAVERAS PINES,TERRANCE & DONNA JORDAN,CALAVERAS PINES,RAIL ROAD FLAT,CA,95248,,1001,1,
0500037,TAMARACK LODGE AT BEAR VALLEY,TAMARACK LODGE,199 STANISLAUS RD.,TAMARACK,CA,95223,,0,3,
0500039,TOYON PARK WATER SYSTEM LLC,"TOYON PARK WATER SYSTEM, LLC",3463 DOUBLE SPRINGS RD,VALLEY SPRINGS,CA,95252,,150,11,
0500041,RAIL ROAD FLAT GENERAL STORE,RAILROAD FLAT GENERAL STORE,313 RAIL ROAD FLAT RD,RAIL ROAD FLAT,CA,95248,,25,6,
0500042,RAILROAD FLAT ELEMENTARY,RAILROAD FLAT ELEMENTARY,RAILROAD FLAT RD,RAILROAD FLAT,CA,95248,,125,1,RAILROAD FLAT ELEMENTARY
0500043,STANISLAUS RIVER CAMPGROUND,STANISLAUS RIVER CAMPGROUND,FOREST RD 7N01,TAMARACK,CA,95224,,100,3,
0500044,BIG MEADOWS CAMPGROUND,BIG MEADOWS CAMPGROUND,HWY 4,BIG MEADOW,CA,95224,,100,1,
